QueryId,DocumentId,content_length,title_length,anchors_length
213,clueweb12-1808wb-79-02790,1061,11,35
213,clueweb12-1808wb-98-22509,1166,11,49
213,clueweb12-1809wb-08-19121,1166,12,64
213,clueweb12-1809wb-25-09906,1140,10,42
213,clueweb12-1809wb-05-04774,1385,10,48
213,clueweb12-1809wb-28-25605,1059,11,84
213,clueweb12-0502wb-13-05838,1468,12,51
213,clueweb12-1808wb-98-22495,1148,14,80
213,clueweb12-1809wb-41-30999,1025,12,56
213,clueweb12-1809wb-32-28321,1166,12,88
213,clueweb12-1806wb-70-25415,1224,2,56
213,clueweb12-1808wb-67-23598,1238,12,272
213,clueweb12-1809wb-36-03458,1166,8,32
213,clueweb12-0000wb-02-07242,580,4,502
213,clueweb12-1808wb-70-33095,1180,11,49
213,clueweb12-1808wb-72-16820,1176,8,24
213,clueweb12-1700wb-05-29861,542,6,0
213,clueweb12-1808wb-46-28171,592,9,210
213,clueweb12-1809wb-13-27024,1087,9,40
213,clueweb12-1809wb-36-03472,943,7,27
213,clueweb12-0012wb-08-02855,623,4,3
213,clueweb12-1812wb-58-26357,472,1,54
213,clueweb12-0101wb-40-16932,850,5,49
213,clueweb12-1907wb-70-17833,1978,6,633
213,clueweb12-1806wb-54-07744,888,2,3
213,clueweb12-0604wb-27-24116,1373,11,0
213,clueweb12-0305wb-53-27501,6742,7,0
213,clueweb12-1020wb-81-31553,2095,5,0
213,clueweb12-0000wb-30-23245,851,7,3819
213,clueweb12-1808wb-75-24931,1122,11,511
213,clueweb12-0608wb-88-08678,1109,10,54
213,clueweb12-1407wb-36-23588,3314,4,1516
213,clueweb12-1809wb-39-19112,786,18,168
213,clueweb12-0600wb-66-16024,1309,13,0
213,clueweb12-0300wb-59-30270,1309,11,0
213,clueweb12-1812wb-35-02878,474,1,976
213,clueweb12-0206wb-08-18735,725,6,2
213,clueweb12-0107wb-94-19912,842,4,38
213,clueweb12-0302wb-79-09173,1164,15,67
213,clueweb12-1809wb-01-33374,540,10,108
213,clueweb12-0600tw-35-03588,738,7,18
213,clueweb12-1304wb-08-30826,789,11,12
213,clueweb12-0405wb-40-28646,1250,14,0
213,clueweb12-1406wb-97-00879,3137,4,1608
213,clueweb12-1005wb-90-10099,1489,5,81
213,clueweb12-1012wb-82-19039,529,6,8
213,clueweb12-0601wb-89-29509,857,3,34
213,clueweb12-0304wb-37-12128,1169,14,6
213,clueweb12-0300tw-83-04555,1397,8,0
213,clueweb12-0302wb-21-29939,542,6,8
213,clueweb12-0108wb-57-08659,333,5,54
213,clueweb12-1500tw-86-11810,648,17,110
213,clueweb12-1907wb-71-02471,667,17,0
213,clueweb12-0000wb-77-26609,361,3,3
213,clueweb12-0207wb-29-07570,957,10,0
213,clueweb12-1310wb-06-09801,775,15,0
213,clueweb12-0000wb-91-24488,343,3,0
213,clueweb12-1801wb-19-19250,3957,24,961
213,clueweb12-1401wb-52-25624,948,15,0
213,clueweb12-0812wb-79-04389,842,5,71
213,clueweb12-1814wb-05-18287,513,8,96
213,clueweb12-1410wb-70-18222,336,5,15
213,clueweb12-1912wb-37-21810,866,2,0
213,clueweb12-1510wb-25-13343,1166,8,12
213,clueweb12-0000wb-97-28868,596,8,9
213,clueweb12-1500tw-84-10117,636,16,0
213,clueweb12-1700tw-49-06802,657,19,110
214,clueweb12-0011wb-62-03765,2354,7,73
214,clueweb12-0408wb-26-31829,1845,10,33
214,clueweb12-0502wb-84-29629,1084,9,35
214,clueweb12-0815wb-87-08839,3159,4,0
214,clueweb12-1002wb-28-10594,3330,10,44
214,clueweb12-0300wb-78-31872,1053,11,24
214,clueweb12-0002wb-22-08917,751,15,84
214,clueweb12-0105wb-80-30821,2465,9,640
214,clueweb12-0106wb-09-03094,2128,8,515
214,clueweb12-0501wb-95-00428,1167,13,9
214,clueweb12-1415wb-77-16473,4176,3,77
214,clueweb12-0203wb-64-25030,942,7,41
214,clueweb12-0712wb-68-22718,4040,8,0
214,clueweb12-1217wb-83-03406,3037,12,0
214,clueweb12-1812wb-15-19067,3968,11,0
214,clueweb12-0200wb-63-33160,1345,3,2
214,clueweb12-0914wb-39-22946,1004,7,81
214,clueweb12-1700wb-11-21645,3944,14,0
214,clueweb12-0104wb-05-29320,2402,4,825
214,clueweb12-0401tw-14-01801,1810,8,720
214,clueweb12-1002wb-11-05203,1143,5,37
214,clueweb12-0701wb-76-01669,687,16,68
214,clueweb12-0914wb-24-13658,4582,15,30
214,clueweb12-0011wb-45-01444,915,4,27
214,clueweb12-1312wb-67-20776,802,7,0
214,clueweb12-1004wb-68-12196,1127,16,950
214,clueweb12-1703wb-04-27857,3343,6,0
214,clueweb12-0002wb-22-08931,535,9,256
214,clueweb12-0508wb-23-26844,1314,3,12
214,clueweb12-0001wb-54-32792,959,8,18
214,clueweb12-1804wb-08-27299,712,9,0
214,clueweb12-1411wb-18-24605,1218,19,4
214,clueweb12-0005wb-98-11303,702,9,38
214,clueweb12-0212wb-24-20203,1446,3,21
214,clueweb12-1000tw-95-21878,433,9,0
214,clueweb12-1001wb-43-24433,1116,6,295
214,clueweb12-1004wb-51-16212,1074,21,348
214,clueweb12-1510wb-25-11664,1421,9,5
214,clueweb12-0109wb-40-30860,1542,8,145
214,clueweb12-1004wb-58-20054,1075,21,102
214,clueweb12-0210wb-52-01651,1337,3,6
214,clueweb12-0703wb-92-16007,621,8,0
214,clueweb12-0202wb-01-18736,2646,10,0
214,clueweb12-0302wb-20-29871,1620,5,110
214,clueweb12-1703wb-43-18055,1577,8,135
214,clueweb12-1004wb-66-28780,1392,4,0
214,clueweb12-0511wb-64-28112,742,7,44
214,clueweb12-0208wb-88-11332,696,20,100
214,clueweb12-0304wb-20-23151,1247,7,36
214,clueweb12-0209wb-96-04982,703,20,67
214,clueweb12-1019wb-79-00865,5736,10,54
214,clueweb12-1903wb-29-25939,1622,7,110
214,clueweb12-1004wb-84-09593,1073,22,119
214,clueweb12-0610wb-02-24186,1635,11,120
214,clueweb12-0210wb-80-19004,1187,14,83
214,clueweb12-0300wb-37-24036,804,8,0
214,clueweb12-1004wb-57-00457,1078,21,72
214,clueweb12-1806wb-31-34423,1627,7,13
214,clueweb12-1800tw-31-17412,2139,10,20
214,clueweb12-0816wb-79-13142,586,4,0
214,clueweb12-1500tw-18-08406,2293,6,0
214,clueweb12-1003wb-85-21683,1165,12,9
214,clueweb12-0713wb-19-20089,4162,6,24
214,clueweb12-0911wb-37-05388,1757,9,534
214,clueweb12-0407wb-25-09558,1447,11,130
214,clueweb12-0005wb-40-16803,2764,9,54
214,clueweb12-1017wb-81-06324,1788,14,33
214,clueweb12-1707wb-93-23380,652,15,3
214,clueweb12-1700wb-50-26064,1506,14,0
214,clueweb12-1905wb-88-06035,495,10,3
214,clueweb12-1500tw-35-15037,2534,6,2
214,clueweb12-1004wb-84-09607,1152,20,222
214,clueweb12-1106wb-30-10181,1164,22,0
214,clueweb12-0100tw-29-04025,2309,4,0
214,clueweb12-1812wb-83-11479,1109,5,6
214,clueweb12-1011wb-38-02701,655,3,7
214,clueweb12-1408wb-28-12257,2313,8,171
214,clueweb12-1005wb-36-02192,1151,21,199
214,clueweb12-0919wb-67-01473,1145,6,34
214,clueweb12-1601wb-12-15125,1461,3,0
214,clueweb12-1506wb-53-28812,527,15,3
214,clueweb12-1715wb-88-29026,3230,7,0
214,clueweb12-0108wb-64-20633,2044,8,35
214,clueweb12-1707wb-86-04877,2266,6,73
214,clueweb12-0408wb-45-28307,582,11,3
214,clueweb12-1606wb-68-10865,554,14,3
214,clueweb12-1109wb-20-06783,686,7,12015
214,clueweb12-1107wb-00-00111,1164,22,0
214,clueweb12-1506wb-80-13978,554,9,1314
214,clueweb12-1103wb-34-10105,627,13,3
214,clueweb12-0714wb-65-18801,724,13,79
214,clueweb12-0814wb-53-12180,1580,4,104
214,clueweb12-1006wb-69-17701,1986,10,0
214,clueweb12-0410wb-13-19077,830,6,12
214,clueweb12-0916wb-08-18767,3620,4,42
214,clueweb12-0000wb-04-01209,2295,6,18
214,clueweb12-0906wb-70-02262,554,10,3
214,clueweb12-1615wb-72-14407,1274,9,14
214,clueweb12-0211wb-17-15620,1877,4,0
214,clueweb12-0700tw-05-07798,1365,5,0
215,clueweb12-0206wb-28-00419,716,11,6
215,clueweb12-0206wb-96-24867,1753,6,0
215,clueweb12-0011wb-90-24227,400,6,5
215,clueweb12-0601wb-97-26169,1527,3,17
215,clueweb12-0504wb-05-00628,688,7,0
215,clueweb12-1020wb-57-33475,466,4,64
215,clueweb12-0714wb-20-11740,3023,4,37
215,clueweb12-0309wb-82-16780,456,5,16
215,clueweb12-1902wb-74-05419,1132,11,34
215,clueweb12-0712wb-52-28918,1036,6,0
215,clueweb12-0104wb-54-09612,452,7,48
215,clueweb12-0307wb-02-02937,573,6,11
215,clueweb12-0502wb-86-19330,1152,6,0
215,clueweb12-0307wb-36-18504,397,8,49
215,clueweb12-0312wb-05-31229,433,2,4
215,clueweb12-0302wb-59-18468,1210,3,6
215,clueweb12-1900wb-64-18156,1159,11,33
215,clueweb12-0013wb-33-25873,469,8,0
215,clueweb12-0000wb-19-29902,1075,7,0
215,clueweb12-1404wb-90-06582,1198,18,26
215,clueweb12-0008wb-06-13849,846,6,0
215,clueweb12-0008wb-46-05151,801,6,0
215,clueweb12-0501wb-17-28850,624,7,7
215,clueweb12-0008wb-80-27802,1138,6,0
215,clueweb12-0716wb-60-19246,446,4,6
215,clueweb12-0110wb-58-06792,345,4,90
215,clueweb12-0406wb-55-14085,1039,4,0
215,clueweb12-0511wb-84-26169,887,3,17
215,clueweb12-1509wb-02-21623,4916,4,2
215,clueweb12-0212wb-18-03911,2430,4,22
215,clueweb12-1903wb-27-23785,1234,11,36
215,clueweb12-0204wb-64-08417,617,7,2
215,clueweb12-0400wb-73-10288,388,3,3
215,clueweb12-0511wb-59-24448,388,3,3
215,clueweb12-1308wb-23-02229,1901,5,111
215,clueweb12-0300wb-82-34688,2751,4,11
215,clueweb12-0212wb-06-31391,730,7,14
215,clueweb12-0811wb-47-26792,506,8,35
215,clueweb12-0914wb-21-00776,377,0,0
215,clueweb12-0602wb-57-20849,2343,6,0
215,clueweb12-0715wb-13-05157,666,10,88
215,clueweb12-0211wb-15-31955,1517,8,40
215,clueweb12-0604wb-22-12719,3747,3,6
215,clueweb12-1809wb-06-03337,2599,2,171
215,clueweb12-0713wb-35-01872,582,8,180
215,clueweb12-1009wb-90-05196,549,3,174
215,clueweb12-0013wb-11-03826,1109,0,2
215,clueweb12-0900tw-62-14065,694,10,56
215,clueweb12-0206wb-92-29154,1517,2,12
215,clueweb12-0104wb-34-12154,920,8,20
215,clueweb12-1503wb-66-11811,2295,5,0
215,clueweb12-0003wb-55-17788,297,3,0
215,clueweb12-0705wb-28-09228,2151,5,6
215,clueweb12-1213wb-07-05887,484,1,17
215,clueweb12-0503wb-38-30226,399,3,0
215,clueweb12-0307wb-21-07385,794,8,6
215,clueweb12-0112wb-12-14296,346,6,28
215,clueweb12-0512wb-33-15223,476,8,0
215,clueweb12-0000wb-19-29930,445,4,0
215,clueweb12-0211wb-74-35996,1138,6,4204
215,clueweb12-1201wb-02-17525,8439,1,0
215,clueweb12-1412wb-83-01846,722,11,0
215,clueweb12-0009wb-69-14879,5892,6,3
215,clueweb12-1212wb-37-04047,5617,4,60
215,clueweb12-0713wb-99-17810,3119,2,157
215,clueweb12-0901wb-50-08337,1149,2,261
215,clueweb12-0001wb-58-14573,409,7,864
215,clueweb12-1615wb-12-10363,8930,2,11
215,clueweb12-1414wb-43-10681,729,6,0
215,clueweb12-1100wb-34-02710,485,4,8
215,clueweb12-0809wb-64-27928,3118,7,46
215,clueweb12-0111wb-98-29318,2431,7,135
215,clueweb12-0308wb-56-12928,484,7,14
215,clueweb12-1811wb-03-15559,1259,4,218
215,clueweb12-1713wb-35-04362,304,6,0
215,clueweb12-1713wb-46-25030,304,6,0
215,clueweb12-0204wb-72-05977,78,7,2
215,clueweb12-0306wb-73-16078,334,6,10
215,clueweb12-0907wb-51-19918,482,4,1
215,clueweb12-0112wb-10-05790,1769,2,94
215,clueweb12-0404wb-59-04691,549,7,6309
215,clueweb12-1900wb-78-00865,1915,4,3
215,clueweb12-1009wb-85-03927,646,5,0
215,clueweb12-1010wb-41-15635,1769,2,72
215,clueweb12-0907wb-43-28522,520,5,2
215,clueweb12-0900tw-59-03348,1277,3,2
215,clueweb12-1309wb-95-27965,2637,4,318
215,clueweb12-1502wb-87-18024,1083,12,1275
215,clueweb12-0913wb-40-15845,754,7,21
215,clueweb12-1612wb-54-03255,777,1,24
215,clueweb12-0007wb-04-01903,701,6,70
215,clueweb12-1809wb-06-03351,1263,1,36
215,clueweb12-1316wb-39-06189,785,7,2
215,clueweb12-0503wb-38-30254,493,3,0
215,clueweb12-0300wb-35-22910,1357,2,6
215,clueweb12-1515wb-83-20435,274,3,8
215,clueweb12-0400tw-30-13305,2306,4,8
215,clueweb12-0303wb-25-22168,1397,6,22
215,clueweb12-0304wb-04-05505,811,4,7
215,clueweb12-1515wb-87-09250,307,3,8
216,clueweb12-1704wb-36-10607,558,13,14
216,clueweb12-1708wb-82-10922,542,8,14
216,clueweb12-1710wb-74-21740,764,8,112
216,clueweb12-1706wb-26-26549,1624,4,794
216,clueweb12-0606wb-26-35035,624,3,60
216,clueweb12-0205wb-22-08559,658,3,154
216,clueweb12-0205wb-36-18009,563,9,84
216,clueweb12-1705wb-45-10101,959,8,90
216,clueweb12-1710wb-59-00784,680,8,42
216,clueweb12-0012wb-25-02344,1658,8,77
216,clueweb12-1705wb-60-08128,825,8,76
216,clueweb12-1701wb-88-05517,289,5,44
216,clueweb12-1704wb-44-15338,935,8,2368
216,clueweb12-1705wb-00-10135,758,7,33
216,clueweb12-0408wb-33-18525,1877,5,119
216,clueweb12-0917wb-31-15356,1483,7,18
216,clueweb12-0800tw-36-13958,673,13,0
216,clueweb12-0500wb-45-06174,1848,7,7
216,clueweb12-1301wb-90-24718,397,4,3
216,clueweb12-0409wb-05-26641,876,3,5
216,clueweb12-0000tw-29-25177,497,6,0
216,clueweb12-1900wb-72-07191,884,7,69
216,clueweb12-1701wb-83-18573,266,6,80
216,clueweb12-1709wb-50-12635,861,8,52
216,clueweb12-0308wb-26-15287,261,3,15
216,clueweb12-1707wb-72-10098,624,8,60
216,clueweb12-0800tw-36-13944,709,13,112
216,clueweb12-0003wb-24-16570,266,8,0
216,clueweb12-1707wb-16-20634,454,7,18
216,clueweb12-0100tw-09-19709,1307,8,56
216,clueweb12-1010wb-51-04895,1791,3,332
216,clueweb12-0800tw-29-05663,618,11,281
216,clueweb12-0702wb-32-33565,563,8,90
216,clueweb12-1205wb-05-03517,1802,10,0
216,clueweb12-0800tw-28-16667,423,12,84
216,clueweb12-1715wb-18-23054,440,2,2
216,clueweb12-1010wb-29-00154,1680,3,332
216,clueweb12-1705wb-99-01280,888,8,52
216,clueweb12-0212wb-08-02045,2234,13,62
216,clueweb12-1300wb-86-04099,350,6,32
216,clueweb12-0404wb-70-16810,582,4,34
216,clueweb12-0404wb-62-20172,367,6,22
216,clueweb12-1600wb-59-15792,1174,7,8
216,clueweb12-0800tw-53-13210,1042,14,10
216,clueweb12-1400tw-56-18870,294,16,20
216,clueweb12-1708wb-22-00648,374,8,16
216,clueweb12-0605wb-11-29993,866,7,16
216,clueweb12-1706wb-63-18839,322,8,20
216,clueweb12-1415wb-21-31269,1527,12,0
216,clueweb12-1512wb-03-09016,987,7,98
216,clueweb12-1707wb-72-10070,582,8,24
216,clueweb12-0200tw-71-18458,1252,7,0
216,clueweb12-1707wb-81-08168,817,9,129
216,clueweb12-1109wb-79-12883,677,14,1692
216,clueweb12-0006wb-88-26772,3184,3,64
216,clueweb12-1107wb-99-06097,992,6,5
216,clueweb12-0101wb-11-09730,3159,3,46
216,clueweb12-1315wb-33-31624,564,18,199
216,clueweb12-0511wb-23-06659,662,8,60
216,clueweb12-1700wb-39-19605,487,10,2
216,clueweb12-1102wb-47-00834,748,9,0
216,clueweb12-0100tw-44-14423,1767,10,129
216,clueweb12-0010wb-92-08565,609,10,1250
216,clueweb12-0100tw-83-07477,861,10,1
216,clueweb12-0913wb-83-19665,853,5,0
216,clueweb12-0300tw-01-01610,481,10,0
216,clueweb12-0817wb-54-20650,535,3,42
216,clueweb12-1414wb-92-07185,1133,6,22
216,clueweb12-0700tw-79-16346,803,6,12
216,clueweb12-0500wb-50-05199,463,6,0
216,clueweb12-1905wb-58-10499,489,5,54
216,clueweb12-1709wb-89-18741,423,8,20
216,clueweb12-0000tw-12-20737,723,7,242
216,clueweb12-1300tw-66-00071,400,17,113
216,clueweb12-0209wb-55-06320,482,13,30
216,clueweb12-0100tw-80-09680,2972,8,30
216,clueweb12-0309wb-57-25921,1699,8,0
216,clueweb12-0105wb-15-25538,712,9,34
216,clueweb12-1201wb-77-19211,282,4,24
216,clueweb12-1200wb-46-13882,700,12,0
216,clueweb12-1408wb-96-20493,742,5,16
216,clueweb12-0605wb-02-15484,841,7,24
216,clueweb12-1708wb-91-16995,526,10,40
216,clueweb12-0311wb-48-15980,978,7,0
216,clueweb12-0200tw-74-09510,804,7,21
216,clueweb12-0810wb-91-16951,613,6,24
216,clueweb12-0100tw-13-05742,2426,10,0
216,clueweb12-1105wb-93-03261,1312,13,0
216,clueweb12-1111wb-03-00819,409,1,72
216,clueweb12-0106wb-25-27590,269,11,18
216,clueweb12-0906wb-95-24757,2060,13,0
216,clueweb12-0809wb-98-14095,897,11,22
216,clueweb12-1614wb-48-07337,690,9,24
216,clueweb12-0700tw-04-11274,568,7,0
216,clueweb12-1000tw-65-02132,537,8,8
216,clueweb12-1709wb-34-17122,316,8,8
216,clueweb12-1705wb-51-13095,582,8,42
216,clueweb12-0209wb-91-13639,788,2,2
216,clueweb12-0605wb-11-21972,551,8,25
216,clueweb12-0000wb-90-15516,775,7,75
217,clueweb12-1700tw-04-06164,3900,3,0
217,clueweb12-1700tw-16-18413,935,6,78
217,clueweb12-0907wb-73-00343,2364,5,0
217,clueweb12-1700tw-25-07072,2571,3,0
217,clueweb12-0400wb-60-14259,1017,5,6
217,clueweb12-1511wb-27-27538,890,10,0
217,clueweb12-1812wb-72-17854,1206,1,833
217,clueweb12-0308wb-74-30880,797,11,15
217,clueweb12-0004wb-80-22146,844,12,48
217,clueweb12-1800tw-22-17647,1006,10,84
217,clueweb12-1210wb-79-15174,1048,6,8
217,clueweb12-0908wb-18-00527,840,6,26
217,clueweb12-1108wb-62-15206,1790,9,0
217,clueweb12-1804wb-20-01630,522,6,42
217,clueweb12-1712wb-52-02554,1768,11,6480
217,clueweb12-0310wb-52-06630,1555,13,0
217,clueweb12-1800tw-26-20085,1640,13,0
217,clueweb12-0700wb-00-08460,530,14,10
217,clueweb12-1210wb-45-05634,3489,4,6
217,clueweb12-0004wb-04-13141,2151,2,0
217,clueweb12-0905wb-14-13189,2358,2,0
217,clueweb12-1415wb-32-16351,471,4,30
217,clueweb12-1209wb-89-23581,3491,5,6
217,clueweb12-0900tw-61-01299,1101,10,0
217,clueweb12-1800wb-91-16801,705,9,0
217,clueweb12-1909wb-62-03404,2265,9,0
217,clueweb12-1800tw-01-01522,1436,6,5
217,clueweb12-1909wb-63-15526,2322,9,0
217,clueweb12-0309wb-99-19614,699,12,0
217,clueweb12-1414wb-37-31216,718,10,0
217,clueweb12-1413wb-95-05625,663,12,8
217,clueweb12-1416wb-03-01460,624,10,0
217,clueweb12-0310wb-34-06581,869,14,13
217,clueweb12-0004wb-96-26620,734,10,8
217,clueweb12-1909wb-78-22516,2358,12,0
217,clueweb12-1501wb-38-13000,740,7,0
217,clueweb12-0906wb-34-08037,2401,4,0
217,clueweb12-1413wb-20-14915,760,8,14
217,clueweb12-1909wb-73-12044,2299,7,0
217,clueweb12-1500wb-78-13211,649,9,12
217,clueweb12-0904wb-12-02391,2217,5,2172
217,clueweb12-0904wb-88-02277,2186,5,0
217,clueweb12-1416wb-31-34424,742,12,5
217,clueweb12-0906wb-07-08503,2295,3,0
217,clueweb12-0906wb-98-04574,2168,6,0
217,clueweb12-0906wb-34-08023,2217,9,0
217,clueweb12-0906wb-68-26164,2299,7,0
217,clueweb12-0906wb-62-19201,2299,3,0
217,clueweb12-0904wb-73-03555,2307,3,0
217,clueweb12-1909wb-77-10953,2310,4,0
217,clueweb12-1416wb-03-01474,639,10,21
217,clueweb12-1415wb-93-01163,694,10,22
217,clueweb12-1501wb-15-25561,698,5,18
217,clueweb12-1508wb-36-26364,576,12,7
217,clueweb12-0906wb-37-14321,2278,4,0
217,clueweb12-0307wb-19-26028,719,16,26
217,clueweb12-1500wb-17-19582,728,12,12
217,clueweb12-1501wb-90-11201,709,4,30
217,clueweb12-1414wb-20-10757,717,4,0
217,clueweb12-1413wb-42-06614,840,8,0
217,clueweb12-1415wb-93-01149,687,3,4
217,clueweb12-0904wb-37-15411,1063,5,24
217,clueweb12-0905wb-50-15049,2195,4,0
217,clueweb12-1508wb-15-43829,575,12,1
217,clueweb12-0007wb-59-07872,910,12,159
217,clueweb12-0002wb-94-09427,1342,9,0
217,clueweb12-1415wb-51-12838,666,9,0
217,clueweb12-1416wb-46-00567,746,4,7
217,clueweb12-0906wb-72-02314,2200,4,0
217,clueweb12-1909wb-82-11204,2327,3,0
217,clueweb12-0906wb-98-04588,2398,4,0
217,clueweb12-1501wb-65-19554,731,10,32
217,clueweb12-0008wb-02-14077,645,9,1463
217,clueweb12-1413wb-66-23198,704,9,0
217,clueweb12-0905wb-66-24517,2355,11,0
217,clueweb12-1909wb-46-33016,2469,9,2196
217,clueweb12-0906wb-25-19581,2471,4,0
217,clueweb12-0904wb-88-02261,2422,9,3255
217,clueweb12-0000wb-14-06113,4819,4,14
217,clueweb12-1909wb-63-15512,2415,9,0
217,clueweb12-1909wb-60-23315,2462,5,0
217,clueweb12-0906wb-88-04958,2420,6,0
217,clueweb12-1414wb-91-22029,769,9,24
217,clueweb12-1909wb-66-07871,2546,7,0
217,clueweb12-0905wb-26-27528,2358,12,0
217,clueweb12-1909wb-70-14511,2393,10,1
217,clueweb12-1909wb-69-00376,2336,4,0
217,clueweb12-0906wb-55-14365,2348,4,0
217,clueweb12-0907wb-58-12675,2342,5,0
217,clueweb12-1501wb-20-09017,835,10,14
217,clueweb12-1501wb-68-21742,1103,14,0
217,clueweb12-1500wb-17-19566,884,11,18
217,clueweb12-1909wb-49-23603,2500,11,0
217,clueweb12-1909wb-64-27988,2430,13,0
217,clueweb12-0904wb-51-25649,2430,9,2179
217,clueweb12-0905wb-63-08850,2366,4,0
217,clueweb12-0904wb-54-16238,2452,6,4340
217,clueweb12-1506wb-68-12398,2422,15,8
217,clueweb12-0906wb-61-00044,2440,5,0
217,clueweb12-0906wb-25-19566,2365,4,0
218,clueweb12-0300tw-33-01415,2274,4,152
218,clueweb12-1100tw-12-12137,737,20,187
218,clueweb12-0703wb-80-09684,817,8,963
218,clueweb12-0707wb-41-00921,1043,6,6
218,clueweb12-0307wb-55-30062,6649,3,12
218,clueweb12-0400tw-74-21560,574,17,0
218,clueweb12-1200tw-99-01280,823,5,10
218,clueweb12-1800tw-02-06449,656,14,0
218,clueweb12-0510wb-05-13343,913,6,32
218,clueweb12-0100tw-17-07344,443,12,99
218,clueweb12-1100tw-32-18736,461,9,48
218,clueweb12-0301tw-12-10464,1172,3,60
218,clueweb12-0307wb-82-16855,6725,13,72
218,clueweb12-1911wb-02-27137,836,8,52
218,clueweb12-1411wb-62-22424,634,13,56
218,clueweb12-1607wb-63-16940,840,9,144
218,clueweb12-1607wb-30-12750,844,7,76
218,clueweb12-0300tw-36-07565,548,14,84
218,clueweb12-1911wb-28-13954,601,5,40
218,clueweb12-1400tw-54-08679,498,14,33
218,clueweb12-0711wb-90-10303,1230,4,162
218,clueweb12-0211wb-66-01708,809,7,263
218,clueweb12-0303wb-49-21261,467,8,35
218,clueweb12-0301tw-54-20070,595,16,36
218,clueweb12-0200tw-94-20031,725,14,126
218,clueweb12-0511wb-18-09617,891,6,0
218,clueweb12-0705wb-15-24842,490,8,30
218,clueweb12-0202wb-04-23083,704,6,0
218,clueweb12-1000tw-41-12680,561,15,0
218,clueweb12-1100tw-13-01961,1300,7,204
218,clueweb12-1201tw-20-14863,454,12,27
218,clueweb12-1310wb-93-11466,265,5,59
218,clueweb12-0204wb-28-30263,598,4,4
218,clueweb12-1600tw-21-17249,433,9,66
218,clueweb12-1800tw-03-07138,388,9,0
218,clueweb12-0409wb-54-01322,624,3,0
218,clueweb12-0405wb-86-28359,971,9,0
218,clueweb12-1200tw-30-06172,545,14,143
218,clueweb12-1100tw-64-22137,1575,3,12
218,clueweb12-0409wb-41-28799,634,2,0
218,clueweb12-0410wb-01-05670,555,2,0
218,clueweb12-0409wb-00-25008,624,2,0
218,clueweb12-0112wb-44-06628,425,11,4
218,clueweb12-1408wb-06-33042,618,11,14
218,clueweb12-1713wb-28-28757,448,9,516
218,clueweb12-0409wb-65-08559,624,3,0
218,clueweb12-0409wb-30-20145,625,4,0
218,clueweb12-0202wb-62-06337,526,5,0
218,clueweb12-0201wb-64-10973,920,2,1610
218,clueweb12-0203wb-77-09947,596,2,0
218,clueweb12-0406wb-59-26574,551,4,0
218,clueweb12-1313wb-14-11374,556,4,0
218,clueweb12-0301tw-53-11842,537,10,91
218,clueweb12-0409wb-00-24994,633,3,0
218,clueweb12-1409wb-20-24276,396,18,0
218,clueweb12-0918wb-49-30984,861,2,614
218,clueweb12-0203wb-20-20726,503,3,0
218,clueweb12-0202wb-72-16434,496,10,0
218,clueweb12-1412wb-17-23589,458,10,0
218,clueweb12-1506wb-96-25091,663,6,15
218,clueweb12-0408wb-40-04520,473,6,0
218,clueweb12-1100tw-57-08592,1110,3,42
218,clueweb12-0407wb-14-05385,537,4,0
218,clueweb12-0201wb-92-05782,610,2,0
218,clueweb12-0202wb-80-17692,499,4,0
218,clueweb12-0202wb-01-32603,614,2,0
218,clueweb12-0800tw-74-12122,3488,3,0
218,clueweb12-1712wb-82-19933,493,8,0
218,clueweb12-0408wb-83-22137,514,6,0
218,clueweb12-0407wb-00-26207,483,6,0
218,clueweb12-0405wb-37-13463,603,2,0
218,clueweb12-0611wb-67-14974,541,9,10
218,clueweb12-0408wb-71-17386,593,2,0
218,clueweb12-0407wb-56-27250,461,5,0
218,clueweb12-1407wb-16-25210,757,6,8352
218,clueweb12-1807wb-65-29616,294,8,10
218,clueweb12-0409wb-92-31340,472,5,0
218,clueweb12-0408wb-57-24381,522,1,0
218,clueweb12-0202wb-52-22786,491,4,0
218,clueweb12-0408wb-04-17404,483,6,0
218,clueweb12-0202wb-34-03964,471,4,0
218,clueweb12-0407wb-82-25076,462,4,0
218,clueweb12-0917wb-88-21892,657,3,927
218,clueweb12-0111wb-49-15759,434,3,805
218,clueweb12-0203wb-66-19664,451,2,0
218,clueweb12-0201wb-83-19456,718,3,2415
218,clueweb12-1017wb-65-01826,1103,19,320
218,clueweb12-1200tw-94-01121,1199,3,42
218,clueweb12-0406wb-08-16050,467,2,0
218,clueweb12-0407wb-34-29713,477,3,0
218,clueweb12-0400tw-84-11720,389,9,65
218,clueweb12-0203wb-09-11863,488,4,0
218,clueweb12-0408wb-22-22757,465,5,0
218,clueweb12-0405wb-56-20906,481,4,0
218,clueweb12-0405wb-44-16650,492,3,0
218,clueweb12-0405wb-63-21562,483,5,0
218,clueweb12-0408wb-04-17390,477,3,0
218,clueweb12-1807wb-76-25866,276,8,56
218,clueweb12-0409wb-27-08558,479,2,0
218,clueweb12-0405wb-37-13477,474,3,0
219,clueweb12-1904wb-94-13134,1116,12,176
219,clueweb12-0105wb-75-26744,5406,11,3945
219,clueweb12-1805wb-04-12190,1499,2,92
