QueryId,DocumentId
347,NYT19990320.0027
347,NYT19990628.0366
347,NYT19990412.0158
347,NYT19991228.0036
347,NYT19991228.0164
347,NYT19990730.0055
347,NYT19990517.0482
347,NYT19990531.0160
347,NYT20000831.0237
347,NYT20000728.0392
347,NYT20000728.0416
347,NYT20000313.0258
347,NYT20000419.0408
347,NYT20000711.0201
347,NYT20000711.0205
347,NYT20000711.0218
347,NYT20000711.0265
347,NYT20000525.0093
347,NYT20000525.0098
347,NYT20000616.0226
347,NYT20000717.0213
347,NYT20000729.0001
347,NYT20000211.0265
347,NYT20000211.0267
347,NYT20000330.0112
347,NYT20000629.0166
347,NYT20000719.0393
347,NYT20000531.0217
347,NYT20000726.0007
347,NYT20000117.0259
353,NYT19991222.0421
353,NYT19990520.0295
353,NYT19990809.0293
353,NYT19990424.0013
353,NYT19991225.0119
353,NYT19990929.0220
353,NYT19990111.0115
353,NYT19990318.0339
353,NYT19991206.0165
353,NYT19991207.0145
353,NYT19990922.0224
353,NYT19990922.0229
353,NYT19990408.0132
353,NYT19990408.0423
353,NYT19990408.0441
353,NYT19991221.0212
353,NYT19991221.0288
353,NYT19990223.0108
353,NYT19991027.0296
353,NYT19990517.0258
353,NYT19990517.0260
353,NYT19990104.0126
353,NYT20000117.0142
353,NYT20000117.0143
353,NYT20000117.0173
353,NYT20000117.0185
353,NYT20000117.0187
353,NYT20000118.0009
353,NYT20000111.0124
353,NYT20000627.0089
353,NYT19981103.0190
353,NYT19981221.0146
353,NYT19980722.0258
353,NYT19981223.0171
353,NYT19981207.0294
353,NYT19980602.0045
353,NYT19980602.0046
353,NYT19980601.0288
353,NYT19980601.0289
353,NYT19981116.0171
353,NYT19981203.0067
353,NYT19980929.0132
353,APW19990616.0170
353,APW19990407.0111
353,APW19980813.0450
353,APW19980813.0479
353,XIE19990129.0178
353,XIE19990127.0175
353,XIE20000929.0281
353,NYT19990226.0322
353,NYT19991019.0107
353,NYT19991019.0108
353,NYT19991019.0111
353,NYT19991019.0112
353,NYT19991019.0146
353,NYT19991019.0148
353,NYT19991019.0200
353,NYT19991002.0093
353,NYT19991210.0096
353,NYT19990801.0200
353,NYT19990125.0221
353,NYT19990125.0482
353,NYT19991215.0138
353,NYT19991229.0033
353,NYT19991229.0034
353,NYT19991229.0037
353,NYT19991229.0038
353,NYT19991229.0041
353,NYT19991229.0042
353,NYT19991229.0073
353,NYT19991222.0024
353,NYT19991222.0414
353,NYT19990420.0100
353,NYT19990420.0108
353,NYT19990209.0189
353,NYT19990209.0242
353,NYT19990503.0411
353,NYT19990502.0077
353,NYT19990324.0101
353,NYT19990823.0017
353,NYT19990823.0060
353,NYT19990823.0418
353,NYT19990823.0451
353,NYT19990218.0054
353,NYT19990822.0208
353,NYT19990529.0255
353,NYT19990530.0118
353,NYT19990809.0290
353,NYT19990413.0100
353,NYT19990217.0105
353,NYT19990710.0263
353,NYT19991030.0086
353,NYT19991030.0090
353,NYT19991030.0198
353,NYT19990714.0490
353,NYT19991223.0053
353,NYT19990518.0453
353,NYT19991028.0124
353,NYT19991028.0488
353,NYT19991031.0155
354,NYT19990101.0039
354,NYT19991002.0067
354,NYT19991002.0068
354,NYT19990125.0237
354,NYT19990122.0098
354,NYT19990122.0099
354,NYT19990629.0067
354,NYT19990629.0068
354,NYT19990510.0367
354,NYT19990402.0162
354,NYT19990705.0062
354,NYT19990413.0129
354,NYT19990413.0131
354,NYT19990727.0247
354,NYT19990727.0328
354,NYT19990921.0119
354,NYT19991007.0384
354,NYT19991224.0107
354,NYT19990514.0418
354,NYT19990514.0419
354,NYT19990514.0421
354,NYT19990514.0436
354,NYT19990514.0438
354,NYT19990213.0072
354,NYT19990607.0178
354,NYT19990607.0179
354,NYT19990607.0180
354,NYT19990625.0139
354,NYT19990625.0140
354,NYT19990709.0095
354,NYT19990623.0492
354,NYT19990623.0500
354,NYT19990123.0304
354,NYT19990204.0249
354,NYT19990716.0141
354,NYT19991213.0255
354,NYT19990120.0301
354,NYT19990605.0089
354,NYT19991116.0097
354,NYT19990129.0048
354,NYT19991025.0247
354,NYT19990328.0102
354,NYT19990208.0339
354,NYT19990121.0125
354,NYT19990113.0090
354,NYT19990308.0401
354,NYT19990926.0058
354,NYT19990317.0075
354,NYT19990825.0078
354,NYT19990703.0226
354,NYT19991003.0315
354,NYT19991003.0316
354,NYT19990114.0195
354,NYT19991104.0215
354,NYT19990330.0295
354,NYT19990330.0341
354,NYT19990408.0079
354,NYT19990715.0130
354,NYT19990805.0422
354,NYT19990306.0166
354,NYT19991026.0160
354,NYT19991026.0162
354,NYT19991026.0170
354,NYT19990207.0153
354,NYT19990304.0289
354,NYT19990628.0234
354,NYT19990412.0141
354,NYT19990707.0347
354,NYT19990707.0348
354,NYT19990707.0350
354,NYT19990707.0351
354,NYT19990223.0209
354,NYT19990930.0344
354,NYT20000601.0151
354,NYT20000811.0360
354,NYT20000814.0506
354,NYT20000814.0508
354,NYT20000814.0509
354,NYT20000831.0013
354,NYT20000816.0161
354,NYT20000816.0162
354,NYT20000816.0163
354,NYT20000926.0070
354,NYT20000926.0073
354,NYT20000926.0074
354,NYT20000404.0298
354,NYT20000826.0075
354,NYT20000826.0087
354,NYT20000716.0056
354,NYT20000716.0065
354,NYT20000210.0123
354,NYT20000301.0588
354,NYT20000922.0015
354,NYT20000922.0087
354,NYT20000815.0046
354,NYT20000815.0049
354,NYT20000815.0050
354,NYT20000624.0119
354,NYT20000923.0109
354,NYT20000522.0216
362,NYT19990902.0195
362,NYT19990813.0344
362,NYT19990508.0141
362,NYT19990131.0227
362,NYT19991215.0215
362,NYT19991215.0219
362,NYT19991222.0221
362,NYT19991222.0281
362,NYT19990420.0441
362,NYT19990525.0403
362,NYT19991130.0335
362,NYT19991130.0337
362,NYT19990627.0090
362,NYT19990627.0160
362,NYT19990811.0258
362,NYT19990811.0259
362,NYT19990811.0263
362,NYT19990811.0267
362,NYT19990811.0275
362,NYT19990811.0338
362,NYT19991012.0137
362,NYT19991012.0223
362,NYT19990312.0180
362,NYT19990312.0209
362,NYT19991030.0043
362,NYT19991030.0044
362,NYT19990714.0400
362,NYT19990714.0408
362,NYT19990212.0064
362,NYT19990602.0044
362,NYT19990602.0082
362,NYT19991125.0051
362,NYT19991125.0214
362,NYT19990903.0003
362,NYT19990903.0006
362,NYT19990728.0298
362,NYT19990921.0437
362,NYT19990819.0130
362,NYT19990819.0193
362,NYT19990819.0205
362,NYT19990110.0075
362,NYT19990911.0004
362,NYT19990911.0007
362,NYT19990719.0568
362,NYT19990719.0570
362,NYT19990607.0392
362,NYT19990112.0095
362,NYT19990706.0270
362,NYT19990812.0181
362,NYT19990228.0203
362,NYT19991101.0249
362,NYT19991101.0250
362,NYT19990111.0167
362,NYT19990910.0009
362,NYT19990910.0012
362,NYT19990910.0300
362,NYT19990910.0410
362,NYT19990729.0048
362,NYT19990729.0049
362,NYT19990709.0285
362,NYT19990316.0058
362,NYT19990316.0116
362,NYT19990316.0180
362,NYT19990814.0097
362,NYT19990814.0099
362,NYT19990630.0288
362,NYT19990713.0025
362,NYT19990713.0475
362,NYT19990204.0306
362,NYT19990311.0301
362,NYT19990802.0054
362,NYT19990506.0349
362,NYT19990506.0353
362,NYT19990513.0491
362,NYT19991105.0330
362,NYT19990830.0176
362,NYT19990830.0390
362,NYT19991003.0187
362,NYT19990609.0295
362,NYT19990826.0309
362,NYT19990828.0145
362,NYT19990922.0224
362,NYT19990922.0229
362,NYT19990922.0390
362,NYT19990307.0125
362,NYT19990307.0126
362,NYT19990307.0155
362,NYT19990816.0094
362,NYT19990816.0096
362,NYT19990816.0261
362,NYT19990816.0284
362,NYT19990222.0040
362,NYT19990310.0461
362,NYT19990206.0144
362,NYT19990206.0214
362,NYT19990313.0148
362,NYT19990313.0150
362,NYT19991008.0037
362,NYT19990327.0247
362,NYT19990117.0124
363,NYT19991215.0184
363,NYT19991012.0128
363,NYT19991227.0420
363,NYT19990817.0249
363,NYT19991122.0354
363,NYT19990701.0317
363,NYT19990215.0116
363,NYT20000702.0164
363,NYT19980716.0283
363,NYT19980613.0006
363,NYT19980603.0217
363,APW19980719.0879
363,XIE19990906.0089
363,XIE20000307.0043
363,XIE19980115.0185
363,XIE19980115.0190
363,XIE19981203.0172
363,NYT19991210.0172
363,NYT19991229.0156
363,NYT19991229.0270
363,NYT19990520.0401
363,NYT19990529.0008
363,NYT19990705.0002
363,NYT19990504.0463
363,NYT19991030.0200
363,NYT19991223.0228
363,NYT19991220.0277
363,NYT19991225.0187
363,NYT19990607.0311
363,NYT19991119.0299
363,NYT19991119.0303
363,NYT19991101.0392
363,NYT19991101.0396
363,NYT19990526.0444
363,NYT19991103.0162
363,NYT19991118.0013
363,NYT19990603.0484
363,NYT19990203.0124
363,NYT19991212.0137
363,NYT19990303.0137
363,NYT19990224.0117
363,NYT19991102.0317
363,NYT19990404.0162
363,NYT19990404.0208
363,NYT19991122.0225
363,NYT19990805.0257
363,NYT19990302.0262
363,NYT19991228.0252
363,NYT19990223.0044
363,NYT19990104.0291
363,NYT19991230.0149
363,NYT19991230.0177
363,NYT19991230.0204
363,NYT20000108.0016
363,NYT20000108.0041
363,NYT20000905.0072
363,NYT20000114.0352
363,NYT20000202.0047
363,NYT20000202.0048
363,NYT20000202.0052
363,NYT20000202.0066
363,NYT20000202.0067
363,NYT20000612.0210
363,NYT20000612.0211
363,NYT20000612.0325
363,NYT20000815.0117
363,NYT20000802.0014
363,NYT20000724.0046
363,NYT20000912.0359
363,NYT20000603.0008
363,NYT20000721.0143
363,NYT20000821.0208
363,NYT20000821.0367
363,NYT19980904.0385
363,NYT19980904.0391
363,NYT19980904.0407
363,NYT19980904.0412
363,NYT19980905.0184
363,NYT19980814.0381
363,NYT19980602.0364
363,NYT19981118.0185
363,NYT19981001.0365
363,NYT19981001.0451
363,APW19990901.0115
363,APW19990728.0183
363,APW19990524.0091
363,APW19990824.0024
363,APW19990216.0022
363,APW19990923.0312
363,APW19990923.0316
363,APW19991014.0056
363,APW19990317.0175
363,APW20000627.0238
363,APW20000105.0166
363,APW20000106.0088
363,APW20000129.0059
363,APW20000620.0074
363,APW20000630.0029
363,APW20000826.0022
363,APW20000304.0027
367,NYT19990128.0044
367,NYT19990128.0125
367,NYT19990128.0482
367,NYT19990813.0155
367,NYT19990813.0214
367,NYT19990813.0325
367,NYT19990131.0097
367,NYT19990131.0149
367,NYT19990131.0259
367,NYT19990131.0261
367,NYT19991109.0170
367,NYT19991109.0180
367,NYT19990125.0030
367,NYT19990125.0321
367,NYT19990125.0496
367,NYT19990629.0334
367,NYT19990629.0336
367,NYT19991229.0359
367,NYT19990502.0078
367,NYT19990525.0308
367,NYT19990505.0079
367,NYT19990505.0088
367,NYT19990427.0242
367,NYT19990427.0243
367,NYT19990427.0265
367,NYT19990218.0116
367,NYT19990510.0176
367,NYT19990510.0177
367,NYT19990510.0178
367,NYT19990627.0190
367,NYT19991110.0104
367,NYT19990402.0077
367,NYT19990415.0323
367,NYT19990415.0488
367,NYT19990529.0033
367,NYT19990529.0039
367,NYT19990705.0040
367,NYT19990815.0018
367,NYT19990815.0019
367,NYT19990217.0527
367,NYT19990504.0229
367,NYT19990504.0364
367,NYT19990423.0391
367,NYT19990407.0083
367,NYT19991010.0225
367,NYT19991030.0043
367,NYT19991030.0044
367,NYT19990920.0135
367,NYT19990920.0140
367,NYT19991125.0051
367,NYT19991125.0131
367,NYT19991125.0147
367,NYT19991125.0202
367,NYT19990126.0041
367,NYT19990126.0045
367,NYT19991031.0050
367,NYT19990728.0221
367,NYT19990921.0027
367,NYT19991108.0478
367,NYT19990829.0156
367,NYT19990829.0209
367,NYT19990225.0118
367,NYT19990929.0101
367,NYT19990228.0074
367,NYT19990228.0186
367,NYT19990228.0187
367,NYT19991101.0249
367,NYT19991101.0250
367,NYT19991201.0095
367,NYT19990708.0244
367,NYT19990511.0336
367,NYT19990318.0055
367,NYT19990526.0429
367,NYT19990623.0250
367,NYT19990623.0253
367,NYT19990316.0325
367,NYT19990329.0207
367,NYT19990201.0001
367,NYT19990201.0002
367,NYT19990201.0237
367,NYT19990630.0104
367,NYT19990414.0113
367,NYT19990414.0297
367,NYT19990414.0317
367,NYT19990414.0422
367,NYT19990713.0425
367,NYT19990712.0193
367,NYT19990204.0013
367,NYT19990221.0050
367,NYT19990221.0162
367,NYT19991213.0197
367,NYT19991213.0308
367,NYT19990721.0481
367,NYT19990721.0483
367,NYT19990421.0060
367,NYT19990421.0413
367,NYT19991103.0288
367,NYT19990528.0171
367,NYT19990528.0290
367,NYT19990528.0329
372,NYT19990226.0363
372,NYT19990128.0192
372,NYT19990629.0113
372,NYT19990520.0352
372,NYT19990419.0036
372,NYT19990419.0054
372,NYT19990402.0161
372,NYT19990415.0124
372,NYT19990217.0496
372,NYT19990921.0018
372,NYT19990119.0107
372,NYT19990411.0206
372,NYT19990411.0207
372,NYT19990411.0209
372,NYT19990411.0211
372,NYT19991018.0226
372,NYT19991018.0241
372,NYT19990812.0302
372,NYT19991206.0026
372,NYT19990316.0029
372,NYT19990316.0088
372,NYT19990316.0113
372,NYT19990323.0094
372,NYT19990414.0146
372,NYT19990414.0506
372,NYT19990204.0149
372,NYT19990721.0288
372,NYT19990721.0309
372,NYT19990202.0076
372,NYT19990619.0063
372,NYT19990619.0065
372,NYT19991025.0166
372,NYT19990913.0173
372,NYT19990913.0254
372,NYT19990308.0256
372,NYT19991112.0319
372,NYT19990315.0404
372,NYT19990315.0427
372,NYT19990315.0428
372,NYT19990315.0471
372,NYT19990315.0517
372,NYT19990315.0518
372,NYT19990315.0519
372,NYT19990315.0520
372,NYT19990315.0524
372,NYT19990830.0080
372,NYT19990830.0082
372,NYT19990830.0204
372,NYT19990828.0072
372,NYT19990828.0074
372,NYT19990326.0255
372,NYT19990724.0043
372,NYT19990321.0046
372,NYT19990428.0346
372,NYT19990723.0387
372,NYT19990611.0009
372,NYT19990306.0130
372,NYT19990306.0146
372,NYT19990604.0025
372,NYT19991008.0111
372,NYT19991008.0145
372,NYT19990618.0264
372,NYT19990618.0344
372,NYT19991126.0054
372,NYT19991228.0063
372,NYT19990930.0168
372,NYT19991230.0333
372,NYT19990215.0307
372,NYT20000731.0032
372,NYT20000731.0035
372,NYT20000611.0052
372,NYT20000925.0163
372,NYT20000925.0172
372,NYT20000925.0249
372,NYT20000925.0256
372,NYT20000925.0277
372,NYT20000925.0394
372,NYT20000411.0299
372,NYT20000411.0380
372,NYT20000103.0392
372,NYT20000621.0443
372,NYT20000313.0249
372,NYT20000706.0361
372,NYT20000711.0105
372,NYT20000824.0312
372,NYT20000824.0366
372,NYT20000519.0240
372,NYT20000801.0316
372,NYT20000223.0151
372,NYT20000309.0344
372,NYT20000309.0421
372,NYT20000825.0382
372,NYT20000218.0009
372,NYT20000908.0179
372,NYT20000624.0041
372,NYT20000624.0042
372,NYT20000608.0373
372,NYT20000821.0364
372,NYT20000914.0421
372,NYT20000714.0118
374,NYT19990226.0222
374,NYT19990226.0322
374,NYT19990128.0163
374,NYT19991209.0095
374,NYT19990125.0530
374,NYT19991229.0068
374,NYT19990324.0118
374,NYT19990220.0073
374,NYT19991012.0298
374,NYT19991223.0036
374,NYT19991223.0037
374,NYT19990702.0210
374,NYT19990702.0211
374,NYT19990702.0212
374,NYT19991007.0390
374,NYT19991007.0393
374,NYT19991007.0395
374,NYT19991007.0396
374,NYT19991224.0050
374,NYT19991224.0051
374,NYT19990829.0109
374,NYT19991018.0112
374,NYT19991018.0113
374,NYT19990228.0185
374,NYT19990625.0230
374,NYT19990111.0369
374,NYT19990511.0168
374,NYT19990910.0379
374,NYT19991013.0477
374,NYT19990417.0018
374,NYT19990519.0108
374,NYT19990519.0126
374,NYT19991006.0374
374,NYT19990512.0110
374,NYT19990512.0166
374,NYT19990311.0126
374,NYT19990818.0001
374,NYT19990818.0138
374,NYT19990818.0139
374,NYT19991025.0029
374,NYT19990203.0354
374,NYT19991231.0020
374,NYT19990925.0100
374,NYT19990308.0392
374,NYT19990308.0451
374,NYT19990405.0224
374,NYT19990426.0492
374,NYT19990923.0481
374,NYT19990816.0409
374,NYT19990319.0178
374,NYT19991016.0074
374,NYT19991016.0075
374,NYT19990817.0107
374,NYT19990817.0108
374,NYT19991122.0464
374,NYT19991129.0272
374,NYT19990618.0275
374,NYT19990219.0343
374,NYT19990304.0163
374,NYT19990320.0233
374,NYT19990416.0153
374,NYT19990416.0163
374,NYT19990416.0198
374,NYT19990416.0319
374,NYT19991021.0169
374,NYT19991228.0228
374,NYT19991228.0229
374,NYT19991015.0193
374,NYT19990215.0199
374,NYT20000128.0355
374,NYT20000317.0403
374,NYT20000809.0227
374,NYT20000828.0031
374,NYT20000828.0032
374,NYT20000815.0387
374,NYT20000819.0135
374,NYT20000429.0192
374,NYT20000306.0053
374,NYT20000321.0451
374,NYT20000906.0002
374,NYT20000906.0200
374,NYT20000906.0206
374,NYT20000906.0283
374,NYT20000906.0299
374,NYT20000829.0036
374,NYT20000829.0037
374,NYT20000805.0248
374,NYT20000919.0052
374,NYT20000113.0264
374,NYT20000607.0186
374,NYT19980615.0086
374,NYT19980615.0102
374,NYT19980615.0103
374,NYT19980622.0266
374,NYT19981018.0204
374,NYT19981007.0444
374,NYT19980728.0335
374,NYT19981016.0044
374,NYT19981016.0049
374,NYT19981016.0050
375,NYT19990226.0373
375,NYT19990226.0420
375,NYT19990128.0413
375,NYT19991209.0089
375,NYT19990621.0241
375,NYT19991117.0125
375,NYT19991117.0126
375,NYT19991117.0131
375,NYT19991117.0133
375,NYT19990529.0049
375,NYT19990529.0050
375,NYT19990227.0044
375,NYT19990705.0117
375,NYT19990809.0225
375,NYT19991030.0130
375,NYT19991007.0076
375,NYT19990322.0232
375,NYT19990514.0106
375,NYT19990514.0107
375,NYT19990514.0110
375,NYT19990514.0111
375,NYT19990514.0114
375,NYT19990514.0115
375,NYT19990514.0118
375,NYT19990514.0119
375,NYT19990607.0184
375,NYT19990607.0222
375,NYT19990607.0231
375,NYT19990607.0290
375,NYT19991101.0146
375,NYT19990906.0265
375,NYT19990906.0268
375,NYT19990906.0281
375,NYT19990906.0287
375,NYT19990906.0288
375,NYT19990906.0311
375,NYT19990906.0312
375,NYT19991211.0209
375,NYT19990123.0288
375,NYT19990712.0191
375,NYT19991006.0122
375,NYT19990512.0130
375,NYT19990512.0131
375,NYT19990512.0134
375,NYT19990512.0135
375,NYT19990512.0138
375,NYT19990512.0139
375,NYT19990512.0142
375,NYT19990512.0143
375,NYT19990603.0062
375,NYT19990208.0200
375,NYT19990810.0255
375,NYT19990810.0256
375,NYT19990810.0259
375,NYT19990810.0260
375,NYT19990810.0263
375,NYT19990913.0199
375,NYT19990913.0205
375,NYT19990617.0155
375,NYT19990926.0130
375,NYT19990926.0140
375,NYT19990901.0126
375,NYT19990317.0480
375,NYT19990426.0278
375,NYT19990608.0028
375,NYT19990608.0433
375,NYT19990830.0291
375,NYT19990830.0377
375,NYT19990923.0240
375,NYT19991003.0463
375,NYT19990103.0011
375,NYT19991009.0071
375,NYT19991009.0078
375,NYT19991009.0100
375,NYT19990216.0371
375,NYT19990922.0100
375,NYT19990922.0259
375,NYT19990816.0314
375,NYT19990428.0373
375,NYT19991219.0087
375,NYT19991219.0127
375,NYT19990206.0197
375,NYT19991008.0340
375,NYT19991115.0031
375,NYT19991115.0032
375,NYT19991115.0035
375,NYT19991115.0036
375,NYT19991115.0196
375,NYT19991115.0422
375,NYT19990327.0114
375,NYT19990327.0256
375,NYT19991208.0299
375,NYT19990320.0064
375,NYT19991020.0225
375,NYT19990731.0008
375,NYT19990731.0009
375,NYT19990731.0112
375,NYT19990930.0410
375,NYT19990108.0252
375,NYT19990108.0267
378,NYT19990601.0028
378,NYT19991210.0306
378,NYT19990314.0122
378,NYT19991012.0327
378,NYT19990423.0147
378,NYT19990424.0102
378,NYT19991220.0298
378,NYT19990322.0125
378,NYT19990322.0126
378,NYT19990102.0049
378,NYT19991119.0045
378,NYT19991119.0046
378,NYT19991101.0404
378,NYT19990511.0383
378,NYT19990526.0028
378,NYT19990526.0149
378,NYT19990123.0154
378,NYT19991113.0036
378,NYT19991113.0037
378,NYT19991213.0216
378,NYT19990421.0276
378,NYT19990210.0118
378,NYT19990107.0239
378,NYT19990603.0486
378,NYT19990513.0214
378,NYT19990203.0141
378,NYT19991111.0408
378,NYT19991111.0409
378,NYT19991105.0137
378,NYT19990915.0047
378,NYT19990103.0077
378,NYT19990103.0119
378,NYT19990303.0403
378,NYT19990224.0273
378,NYT19990430.0050
378,NYT19990715.0229
378,NYT19990319.0420
378,NYT19990319.0421
378,NYT19990927.0216
378,NYT19990428.0095
378,NYT19990817.0114
378,NYT19991014.0156
378,NYT19991014.0190
378,NYT19991014.0250
378,NYT19990305.0035
378,NYT19990310.0217
378,NYT19990310.0218
378,NYT19990219.0262
378,NYT19990515.0086
378,NYT19990422.0532
378,NYT19990928.0135
378,NYT19990615.0255
378,NYT19990223.0298
378,NYT19991015.0282
378,NYT20000925.0090
378,NYT20000925.0129
378,NYT20000119.0420
378,NYT20000408.0132
378,NYT20000505.0107
378,NYT20000527.0193
378,NYT20000316.0144
378,NYT20000316.0156
378,NYT20000419.0221
378,NYT20000403.0279
378,NYT20000403.0280
378,NYT20000519.0111
378,NYT20000519.0112
378,NYT20000927.0364
378,NYT20000405.0119
378,NYT20000405.0402
378,NYT20000301.0150
378,NYT20000203.0489
378,NYT20000518.0019
378,NYT20000922.0082
378,NYT20000922.0110
378,NYT20000908.0368
378,NYT20000424.0310
378,NYT20000424.0378
378,NYT20000913.0413
378,NYT20000928.0078
378,NYT20000928.0118
378,NYT20000928.0264
378,NYT20000928.0332
378,NYT20000815.0357
378,NYT20000117.0326
378,NYT20000229.0215
378,NYT20000213.0115
378,NYT20000213.0154
378,NYT20000624.0035
378,NYT20000624.0036
378,NYT20000608.0116
378,NYT20000912.0328
378,NYT20000221.0313
378,NYT20000805.0186
378,NYT20000805.0188
378,NYT20000914.0217
378,NYT20000807.0144
378,NYT20000807.0145
378,NYT20000619.0315
378,NYT20000619.0395
383,NYT19990813.0017
383,NYT19990813.0032
383,NYT19990813.0145
383,NYT19990508.0005
383,NYT19990508.0173
383,NYT19991215.0313
383,NYT19990525.0441
383,NYT19990427.0077
383,NYT19990427.0078
383,NYT19990419.0416
383,NYT19990627.0142
383,NYT19990809.0154
383,NYT19991012.0249
383,NYT19991012.0266
383,NYT19990710.0083
383,NYT19990710.0084
383,NYT19990504.0172
383,NYT19990920.0016
383,NYT19990920.0083
383,NYT19990920.0193
383,NYT19990920.0245
383,NYT19990920.0246
383,NYT19991125.0174
383,NYT19990727.0055
383,NYT19990728.0240
383,NYT19990728.0303
383,NYT19990921.0064
383,NYT19991220.0061
383,NYT19991220.0062
383,NYT19991220.0099
383,NYT19991220.0143
383,NYT19990819.0232
383,NYT19990110.0110
383,NYT19991011.0298
383,NYT19990115.0436
383,NYT19990514.0231
383,NYT19990119.0016
383,NYT19990829.0050
383,NYT19990905.0142
383,NYT19990225.0117
383,NYT19990607.0405
383,NYT19990607.0511
383,NYT19991119.0002
383,NYT19991119.0111
383,NYT19991201.0039
383,NYT19990910.0082
383,NYT19990729.0129
383,NYT19991218.0297
383,NYT19991218.0304
383,NYT19991206.0109
383,NYT19991013.0043
383,NYT19990323.0117
383,NYT19990630.0369
383,NYT19990118.0373
383,NYT19990614.0257
383,NYT19990712.0062
383,NYT19990712.0063
383,NYT19991207.0062
383,NYT19991207.0313
383,NYT19991213.0299
383,NYT19991213.0300
383,NYT19991213.0304
383,NYT19991213.0305
383,NYT19990421.0441
383,NYT19990107.0363
383,NYT19990129.0267
383,NYT19991123.0259
383,NYT19990711.0089
383,NYT19990726.0165
383,NYT19990726.0233
383,NYT19990726.0290
383,NYT19990203.0341
383,NYT19990616.0390
383,NYT19990208.0392
383,NYT19991212.0179
383,NYT19990925.0263
383,NYT19990806.0318
383,NYT19991216.0030
383,NYT19990121.0380
383,NYT19990915.0064
383,NYT19990617.0216
383,NYT19990106.0299
383,NYT19990425.0143
383,NYT19990426.0397
383,NYT19990924.0271
383,NYT19990807.0053
383,NYT19990807.0146
383,NYT19991003.0422
383,NYT19991003.0433
383,NYT19990609.0345
383,NYT19990114.0273
383,NYT19990105.0437
383,NYT19990430.0030
383,NYT19990816.0179
383,NYT19990816.0198
383,NYT19990816.0201
383,NYT19990927.0198
383,NYT19990927.0212
383,NYT19990222.0159
383,NYT19991016.0105
389,NYT19991110.0427
389,NYT19990314.0210
389,NYT19990423.0391
389,NYT19991011.0117
389,NYT19991011.0118
389,NYT19990511.0347
389,NYT19990526.0355
389,NYT19991013.0441
389,NYT19991013.0445
389,NYT19991013.0451
389,NYT19990713.0226
389,NYT19990713.0227
389,NYT19990421.0462
389,NYT19990107.0051
389,NYT19991006.0122
389,NYT19990106.0021
389,NYT19990315.0330
389,NYT19990830.0144
389,NYT19990103.0170
389,NYT19991009.0114
389,NYT19991009.0116
389,NYT19990704.0032
389,NYT19991208.0197
389,NYT19990707.0104
389,NYT19990930.0410
389,NYT20000905.0046
389,NYT20000831.0264
389,NYT20000119.0343
389,NYT20000309.0082
389,NYT20000309.0089
389,NYT20000928.0005
389,NYT20000306.0104
389,NYT20000306.0119
389,NYT20000306.0436
389,NYT20000306.0542
389,NYT20000215.0020
389,NYT20000216.0021
389,NYT20000216.0170
389,NYT20000216.0435
389,NYT20000216.0487
389,NYT20000216.0526
389,NYT19980812.0089
389,NYT19981210.0230
389,NYT19980627.0140
389,NYT19981110.0422
389,NYT19981110.0423
389,NYT19981110.0424
389,NYT19981110.0425
389,NYT19980728.0039
389,NYT19980620.0188
389,NYT19980605.0451
389,NYT19980605.0482
389,NYT19981008.0360
389,NYT19980727.0257
389,NYT19980626.0002
389,NYT19981223.0126
389,NYT19980603.0379
389,NYT19981209.0378
389,NYT19981214.0167
389,NYT19981214.0415
389,NYT19980625.0421
389,NYT19980623.0221
389,NYT19981025.0215
389,NYT19980621.0149
389,NYT19981211.0107
389,NYT19980721.0203
389,NYT19980721.0222
389,NYT19980721.0232
389,NYT19980721.0233
389,NYT19980721.0248
389,NYT19981202.0458
389,NYT19980624.0017
389,NYT19980624.0215
389,NYT19980624.0449
389,NYT19980624.0473
389,APW19990201.0120
389,APW19990201.0154
389,APW19990506.0324
389,APW19990615.0148
389,APW19990501.0027
389,APW19990501.0141
389,APW19990314.0094
389,APW19990423.0029
389,APW19990315.0041
389,APW19990315.0195
389,APW19990415.0305
389,APW19990724.0045
389,APW19990215.0133
389,APW19990215.0190
389,APW19990927.0175
389,APW19990927.0283
389,APW20000422.0028
389,APW20000222.0007
389,APW20000222.0015
389,APW20000221.0069
389,APW20000715.0064
389,APW20000216.0143
389,APW20000216.0196
389,APW20000112.0154
389,APW20000112.0236
393,NYT19990101.0059
393,NYT19990226.0297
393,NYT19990128.0489
393,NYT19990902.0317
393,NYT19990813.0145
393,NYT19991109.0033
393,NYT19990209.0181
393,NYT19990503.0101
393,NYT19990503.0102
393,NYT19990324.0003
393,NYT19990324.0441
393,NYT19990505.0108
393,NYT19991106.0094
393,NYT19991106.0095
393,NYT19990831.0135
393,NYT19990705.0004
393,NYT19990705.0032
393,NYT19990705.0041
393,NYT19990217.0498
393,NYT19990501.0064
393,NYT19990501.0066
393,NYT19991022.0089
393,NYT19990727.0090
393,NYT19990727.0099
393,NYT19990727.0123
393,NYT19990921.0314
393,NYT19991108.0061
393,NYT19991108.0062
393,NYT19990916.0017
393,NYT19991206.0029
393,NYT19990323.0269
393,NYT19990414.0489
393,NYT19991213.0499
393,NYT19990528.0093
393,NYT19990528.0100
393,NYT19990130.0109
393,NYT19990130.0223
393,NYT19990818.0425
393,NYT19991123.0176
